0,cortexode,white,0,203924,hcp_lh_200008.white_converted.stl-cut.stl
1,cortexode,white,0,219922,hcp_lh_200109.white_converted.stl-cut.stl
2,cortexode,white,3,268853,hcp_lh_200210.white_converted.stl-cut.stl
3,cortexode,white,0,217257,hcp_lh_200311.white_converted.stl-cut.stl
4,cortexode,white,9,215361,hcp_lh_200614.white_converted.stl-cut.stl
5,cortexode,white,2,219766,hcp_lh_200917.white_converted.stl-cut.stl
6,cortexode,white,9,226102,hcp_lh_201111.white_converted.stl-cut.stl
7,cortexode,white,0,202451,hcp_lh_201414.white_converted.stl-cut.stl
8,cortexode,white,6,236143,hcp_lh_201515.white_converted.stl-cut.stl
9,cortexode,white,5,238611,hcp_lh_201717.white_converted.stl-cut.stl
10,cortexode,white,0,202288,hcp_lh_201818.white_converted.stl-cut.stl
11,cortexode,white,0,231534,hcp_lh_202113.white_converted.stl-cut.stl
12,cortexode,white,0,229851,hcp_lh_202719.white_converted.stl-cut.stl
13,cortexode,white,0,209844,hcp_lh_203418.white_converted.stl-cut.stl
14,cortexode,white,12,193013,hcp_lh_203721.white_converted.stl-cut.stl
15,cortexode,white,0,229288,hcp_lh_203923.white_converted.stl-cut.stl
16,cortexode,white,23,225432,hcp_lh_204016.white_converted.stl-cut.stl
17,cortexode,white,29,241887,hcp_lh_204319.white_converted.stl-cut.stl
18,cortexode,white,6,184819,hcp_lh_204420.white_converted.stl-cut.stl
19,cortexode,white,5,188948,hcp_lh_204521.white_converted.stl-cut.stl
20,cortexode,white,8,228276,hcp_lh_204622.white_converted.stl-cut.stl
21,cortexode,white,0,235886,hcp_lh_205119.white_converted.stl-cut.stl
22,cortexode,white,10,203149,hcp_lh_205220.white_converted.stl-cut.stl
23,cortexode,white,0,179611,hcp_lh_205725.white_converted.stl-cut.stl
24,cortexode,white,15,230055,hcp_lh_205826.white_converted.stl-cut.stl
25,cortexode,white,0,230385,hcp_lh_206222.white_converted.stl-cut.stl
26,cortexode,white,0,255289,hcp_lh_207123.white_converted.stl-cut.stl
27,cortexode,white,15,209020,hcp_lh_207426.white_converted.stl-cut.stl
28,cortexode,white,0,247708,hcp_lh_207628.white_converted.stl-cut.stl
29,cortexode,white,0,190072,hcp_lh_208024.white_converted.stl-cut.stl
30,cortexode,white,0,219370,hcp_lh_208125.white_converted.stl-cut.stl
31,cortexode,white,2,205701,hcp_lh_208226.white_converted.stl-cut.stl
32,cortexode,white,0,268570,hcp_lh_208327.white_converted.stl-cut.stl
33,cortexode,white,0,167000,hcp_lh_208428.white_converted.stl-cut.stl
34,cortexode,white,3,206558,hcp_lh_209127.white_converted.stl-cut.stl
35,cortexode,white,4,217522,hcp_lh_209228.white_converted.stl-cut.stl
36,cortexode,white,2,193447,hcp_lh_209329.white_converted.stl-cut.stl
37,cortexode,white,5,190083,hcp_lh_209834.white_converted.stl-cut.stl
38,cortexode,white,1,233947,hcp_lh_209935.white_converted.stl-cut.stl
39,cortexode,white,0,230939,hcp_lh_210011.white_converted.stl-cut.stl
40,cortexode,white,0,185721,hcp_lh_210415.white_converted.stl-cut.stl
41,cortexode,white,0,236848,hcp_lh_210617.white_converted.stl-cut.stl
42,cortexode,white,8,222357,hcp_lh_211114.white_converted.stl-cut.stl
43,cortexode,white,8,257861,hcp_lh_211215.white_converted.stl-cut.stl
44,cortexode,white,18,185559,hcp_lh_211316.white_converted.stl-cut.stl
45,cortexode,white,0,212942,hcp_lh_211417.white_converted.stl-cut.stl
46,cortexode,white,0,252991,hcp_lh_211720.white_converted.stl-cut.stl
47,cortexode,white,1,211513,hcp_lh_211922.white_converted.stl-cut.stl
48,cortexode,white,18,235026,hcp_lh_212015.white_converted.stl-cut.stl
49,cortexode,white,0,209731,hcp_lh_212116.white_converted.stl-cut.stl
50,cortexode,white,0,203379,hcp_lh_212217.white_converted.stl-cut.stl
51,cortexode,white,5,197247,hcp_lh_212318.white_converted.stl-cut.stl
52,cortexode,white,28,214646,hcp_lh_212419.white_converted.stl-cut.stl
53,cortexode,white,3,231200,hcp_lh_212823.white_converted.stl-cut.stl
54,cortexode,white,6,235355,hcp_lh_213421.white_converted.stl-cut.stl
55,cortexode,white,0,195361,hcp_lh_214019.white_converted.stl-cut.stl
56,cortexode,white,0,199419,hcp_lh_214221.white_converted.stl-cut.stl
57,cortexode,white,8,266932,hcp_lh_214423.white_converted.stl-cut.stl
58,cortexode,white,15,232436,hcp_lh_214524.white_converted.stl-cut.stl
59,cortexode,white,1,221332,hcp_lh_214625.white_converted.stl-cut.stl
60,cortexode,white,0,224698,hcp_lh_214726.white_converted.stl-cut.stl
61,cortexode,white,1,209813,hcp_lh_217126.white_converted.stl-cut.stl
62,cortexode,white,10,203571,hcp_lh_217429.white_converted.stl-cut.stl
63,cortexode,white,13,226498,hcp_lh_220721.white_converted.stl-cut.stl
64,cortexode,white,2,197408,hcp_lh_221218.white_converted.stl-cut.stl
65,cortexode,white,4,192287,hcp_lh_221319.white_converted.stl-cut.stl
66,cortexode,white,2,304660,hcp_lh_223929.white_converted.stl-cut.stl
67,cortexode,white,7,181207,hcp_lh_224022.white_converted.stl-cut.stl
68,cortexode,white,0,216831,hcp_lh_227432.white_converted.stl-cut.stl
69,cortexode,white,0,194840,hcp_lh_228434.white_converted.stl-cut.stl
70,cortexode,white,6,200388,hcp_lh_231928.white_converted.stl-cut.stl
71,cortexode,white,5,239814,hcp_lh_233326.white_converted.stl-cut.stl
72,cortexode,white,1,214601,hcp_lh_236130.white_converted.stl-cut.stl
73,cortexode,white,7,200389,hcp_lh_237334.white_converted.stl-cut.stl
74,cortexode,white,9,222323,hcp_lh_239944.white_converted.stl-cut.stl
75,cortexode,white,0,196451,hcp_lh_245333.white_converted.stl-cut.stl
76,cortexode,white,5,196039,hcp_lh_246133.white_converted.stl-cut.stl
77,cortexode,white,4,223983,hcp_lh_248339.white_converted.stl-cut.stl
78,cortexode,white,0,202709,hcp_lh_249947.white_converted.stl-cut.stl
79,cortexode,white,0,197455,hcp_lh_250427.white_converted.stl-cut.stl
80,cortexode,white,0,199086,hcp_lh_250932.white_converted.stl-cut.stl
81,cortexode,white,0,246061,hcp_lh_251833.white_converted.stl-cut.stl
82,cortexode,white,0,187375,hcp_lh_255639.white_converted.stl-cut.stl
83,cortexode,white,6,201375,hcp_lh_256540.white_converted.stl-cut.stl
84,cortexode,white,17,220533,hcp_lh_257542.white_converted.stl-cut.stl
85,cortexode,white,0,226626,hcp_lh_257845.white_converted.stl-cut.stl
86,cortexode,white,0,229051,hcp_lh_263436.white_converted.stl-cut.stl
87,cortexode,white,0,256719,hcp_lh_268749.white_converted.stl-cut.stl
88,cortexode,white,6,217223,hcp_lh_268850.white_converted.stl-cut.stl
89,cortexode,white,0,273985,hcp_lh_270332.white_converted.stl-cut.stl
90,cortexode,white,0,200935,hcp_lh_275645.white_converted.stl-cut.stl
91,cortexode,white,0,193290,hcp_lh_280739.white_converted.stl-cut.stl
92,cortexode,white,15,223031,hcp_lh_280941.white_converted.stl-cut.stl
93,cortexode,white,0,227108,hcp_lh_283543.white_converted.stl-cut.stl
94,cortexode,white,0,219445,hcp_lh_284646.white_converted.stl-cut.stl
95,cortexode,white,0,199936,hcp_lh_285345.white_converted.stl-cut.stl
96,cortexode,white,0,233366,hcp_lh_285446.white_converted.stl-cut.stl
97,cortexode,white,0,239234,hcp_lh_286650.white_converted.stl-cut.stl
98,cortexode,white,0,229450,hcp_lh_287248.white_converted.stl-cut.stl
99,cortexode,white,9,177147,hcp_lh_289555.white_converted.stl-cut.stl
100,cortexode,white,0,242347,hcp_lh_290136.white_converted.stl-cut.stl
101,cortexode,white,8,178504,hcp_lh_293748.white_converted.stl-cut.stl
102,cortexode,white,0,200680,hcp_lh_295146.white_converted.stl-cut.stl
103,cortexode,white,0,177534,hcp_lh_297655.white_converted.stl-cut.stl
104,cortexode,white,0,244526,hcp_lh_298051.white_converted.stl-cut.stl
105,cortexode,white,0,221464,hcp_lh_298455.white_converted.stl-cut.stl
106,cortexode,white,7,240955,hcp_lh_299154.white_converted.stl-cut.stl
